year,month,hour,holiday,weekday,workingday,temp,feel_temp,humidity,windspeed,season_spring,season_summer,season_winter,weather_heavy_rain,weather_misty,weather_rain,count
0,1,0,False,6,False,9.84,14.395,0.81,0.0,True,False,False,False,False,False,16
0,1,1,False,6,False,9.02,13.635,0.8,0.0,True,False,False,False,False,False,40
0,1,2,False,6,False,9.02,13.635,0.8,0.0,True,False,False,False,False,False,32
0,1,3,False,6,False,9.84,14.395,0.75,0.0,True,False,False,False,False,False,13
0,1,4,False,6,False,9.84,14.395,0.75,0.0,True,False,False,False,False,False,1
0,1,5,False,6,False,9.84,12.88,0.75,6.0032,True,False,False,False,True,False,1
0,1,6,False,6,False,9.02,13.635,0.8,0.0,True,False,False,False,False,False,2
0,1,7,False,6,False,8.200000000000001,12.88,0.86,0.0,True,False,False,False,False,False,3
0,1,8,False,6,False,9.84,14.395,0.75,0.0,True,False,False,False,False,False,8
0,1,9,False,6,False,13.12,17.424999999999997,0.76,0.0,True,False,False,False,False,False,14
0,1,10,False,6,False,15.58,19.695,0.76,16.997899999999998,True,False,False,False,False,False,36
0,1,11,False,6,False,14.76,16.665,0.81,19.0012,True,False,False,False,False,False,56
0,1,12,False,6,False,17.22,21.21,0.77,19.0012,True,False,False,False,False,False,84
0,1,13,False,6,False,18.86,22.725,0.72,19.9995,True,False,False,False,True,False,94
0,1,14,False,6,False,18.86,22.725,0.72,19.0012,True,False,False,False,True,False,106
0,1,15,False,6,False,18.04,21.97,0.77,19.9995,True,False,False,False,True,False,110
0,1,16,False,6,False,17.22,21.21,0.82,19.9995,True,False,False,False,True,False,93
0,1,17,False,6,False,18.04,21.97,0.82,19.0012,True,False,False,False,True,False,67
0,1,18,False,6,False,17.22,21.21,0.88,16.997899999999998,True,False,False,False,False,True,35
0,1,19,False,6,False,17.22,21.21,0.88,16.997899999999998,True,False,False,False,False,True,37
0,1,20,False,6,False,16.400000000000002,20.455,0.87,16.997899999999998,True,False,False,False,True,False,36
0,1,21,False,6,False,16.400000000000002,20.455,0.87,12.998,True,False,False,False,True,False,34
0,1,22,False,6,False,16.400000000000002,20.455,0.94,15.0013,True,False,False,False,True,False,28
0,1,23,False,6,False,18.86,22.725,0.88,19.9995,True,False,False,False,True,False,39
0,1,0,False,0,False,18.86,22.725,0.88,19.9995,True,False,False,False,True,False,17
0,1,1,False,0,False,18.04,21.97,0.94,16.997899999999998,True,False,False,False,True,False,17
0,1,2,False,0,False,17.22,21.21,1.0,19.0012,True,False,False,False,True,False,9
0,1,3,False,0,False,18.86,22.725,0.94,12.998,True,False,False,False,True,False,6
0,1,4,False,0,False,18.86,22.725,0.94,12.998,True,False,False,False,True,False,3
0,1,6,False,0,False,17.22,21.21,0.77,19.9995,True,False,False,False,False,True,2
0,1,7,False,0,False,16.400000000000002,20.455,0.76,12.998,True,False,False,False,True,False,1
0,1,8,False,0,False,16.400000000000002,20.455,0.71,15.0013,True,False,False,False,False,True,8
0,1,9,False,0,False,15.58,19.695,0.76,15.0013,True,False,False,False,True,False,20
0,1,10,False,0,False,14.76,17.424999999999997,0.81,15.0013,True,False,False,False,True,False,53
0,1,11,False,0,False,14.76,16.665,0.71,16.997899999999998,True,False,False,False,True,False,70
0,1,12,False,0,False,14.76,16.665,0.66,19.9995,True,False,False,False,True,False,93
0,1,13,False,0,False,14.76,17.424999999999997,0.66,8.9981,True,False,False,False,True,False,75
0,1,14,False,0,False,14.76,17.424999999999997,0.76,12.998,True,False,False,False,False,True,59
0,1,15,False,0,False,13.94,16.665,0.81,11.0014,True,False,False,False,False,True,74
0,1,16,False,0,False,13.94,16.665,0.71,11.0014,True,False,False,False,False,True,76
0,1,17,False,0,False,13.94,16.665,0.57,12.998,True,False,False,False,False,False,65
0,1,18,False,0,False,14.76,16.665,0.46,22.0028,True,False,False,False,True,False,53
0,1,19,False,0,False,13.12,14.395,0.42,30.0026,True,False,False,False,False,False,30
0,1,20,False,0,False,12.3,13.635,0.39,23.9994,True,False,False,False,False,False,22
0,1,21,False,0,False,10.66,11.365,0.44,22.0028,True,False,False,False,False,False,31
0,1,22,False,0,False,9.84,10.605,0.44,19.9995,True,False,False,False,False,False,9
0,1,23,False,0,False,9.02,11.365,0.47,11.0014,True,False,False,False,False,False,8
0,1,0,False,1,True,9.02,9.85,0.44,23.9994,True,False,False,False,False,False,5
0,1,1,False,1,True,8.200000000000001,8.334999999999999,0.44,27.9993,True,False,False,False,False,False,2
0,1,4,False,1,True,6.5600000000000005,6.819999999999999,0.47,26.0027,True,False,False,False,False,False,1
0,1,5,False,1,True,6.5600000000000005,6.819999999999999,0.47,19.0012,True,False,False,False,False,False,3
0,1,6,False,1,True,5.74,5.305,0.5,26.0027,True,False,False,False,False,False,30
0,1,7,False,1,True,5.74,6.819999999999999,0.5,12.998,True,False,False,False,False,False,64
0,1,8,False,1,True,5.74,6.0600000000000005,0.5,19.0012,True,False,False,False,False,False,154
0,1,9,False,1,True,6.5600000000000005,6.819999999999999,0.43,26.0027,True,False,False,False,False,False,88
0,1,10,False,1,True,7.38,8.334999999999999,0.43,16.997899999999998,True,False,False,False,False,False,44
0,1,11,False,1,True,8.200000000000001,9.09,0.4,22.0028,True,False,False,False,False,False,51
0,1,12,False,1,True,9.02,10.605,0.35,19.9995,True,False,False,False,False,False,61
0,1,13,False,1,True,9.84,10.605,0.35,19.0012,True,False,False,False,False,False,61
0,1,14,False,1,True,10.66,12.12,0.3,19.0012,True,False,False,False,False,False,77
0,1,15,False,1,True,10.66,12.12,0.3,16.997899999999998,True,False,False,False,False,False,72
0,1,16,False,1,True,10.66,12.12,0.3,16.997899999999998,True,False,False,False,False,False,76
0,1,17,False,1,True,9.84,11.365,0.3,15.0013,True,False,False,False,False,False,157
0,1,18,False,1,True,9.84,12.88,0.32,7.0015,True,False,False,False,False,False,157
0,1,19,False,1,True,8.200000000000001,12.88,0.47,0.0,True,False,False,False,False,False,110
0,1,20,False,1,True,8.200000000000001,11.365,0.47,7.0015,True,False,False,False,False,False,52
0,1,21,False,1,True,7.38,9.85,0.64,8.9981,True,False,False,False,False,False,52
0,1,22,False,1,True,5.74,7.575,0.69,8.9981,True,False,False,False,False,False,20
0,1,23,False,1,True,7.38,10.605,0.55,7.0015,True,False,False,False,False,False,12
0,1,0,False,2,True,6.5600000000000005,9.09,0.55,7.0015,True,False,False,False,False,False,5
0,1,1,False,2,True,6.5600000000000005,9.09,0.59,7.0015,True,False,False,False,False,False,2
0,1,2,False,2,True,5.74,7.575,0.63,8.9981,True,False,False,False,False,False,1
0,1,4,False,2,True,5.74,9.09,0.63,6.0032,True,False,False,False,False,False,2
0,1,5,False,2,True,4.92,7.575,0.68,7.0015,True,False,False,False,False,False,4
0,1,6,False,2,True,4.92,7.575,0.74,7.0015,True,False,False,False,False,False,36
0,1,7,False,2,True,4.92,7.575,0.74,8.9981,True,False,False,False,False,False,94
0,1,8,False,2,True,5.74,7.575,0.69,11.0014,True,False,False,False,False,False,179
0,1,9,False,2,True,6.5600000000000005,7.575,0.64,15.0013,True,False,False,False,False,False,100
0,1,10,False,2,True,6.5600000000000005,6.819999999999999,0.69,22.0028,True,False,False,False,True,False,42
0,1,11,False,2,True,9.02,10.605,0.51,19.9995,True,False,False,False,False,False,57
0,1,12,False,2,True,9.02,11.365,0.51,11.0014,True,False,False,False,False,False,78
0,1,13,False,2,True,9.84,11.365,0.56,12.998,True,False,False,False,False,False,97
0,1,14,False,2,True,10.66,12.88,0.52,15.0013,True,False,False,False,False,False,63
0,1,15,False,2,True,11.48,13.635,0.52,16.997899999999998,True,False,False,False,False,False,65
0,1,16,False,2,True,12.3,14.395,0.49,16.997899999999998,True,False,False,False,False,False,83
0,1,17,False,2,True,11.48,13.635,0.48,15.0013,True,False,False,False,False,False,212
0,1,18,False,2,True,10.66,12.88,0.48,12.998,True,False,False,False,False,False,182
0,1,19,False,2,True,9.84,12.88,0.48,7.0015,True,False,False,False,False,False,112
0,1,20,False,2,True,9.84,12.88,0.48,7.0015,True,False,False,False,False,False,54
0,1,21,False,2,True,9.02,13.635,0.64,0.0,True,False,False,False,False,False,48
0,1,22,False,2,True,9.02,12.88,0.64,6.0032,True,False,False,False,False,False,35
0,1,23,False,2,True,8.200000000000001,11.365,0.69,6.0032,True,False,False,False,False,False,11
0,1,0,False,3,True,8.200000000000001,12.88,0.64,0.0,True,False,False,False,False,False,6
0,1,1,False,3,True,6.5600000000000005,9.85,0.74,6.0032,True,False,False,False,False,False,6
0,1,2,False,3,True,6.5600000000000005,9.85,0.74,6.0032,True,False,False,False,False,False,2
0,1,4,False,3,True,9.84,11.365,0.48,15.0013,True,False,False,False,False,False,2
0,1,5,False,3,True,9.02,11.365,0.47,11.0014,True,False,False,False,False,False,3
0,1,6,False,3,True,8.200000000000001,9.85,0.47,15.0013,True,False,False,False,False,False,33
0,1,7,False,3,True,7.38,9.09,0.43,12.998,True,False,False,False,False,False,88
0,1,8,False,3,True,8.200000000000001,9.09,0.4,19.9995,True,False,False,False,False,False,195
0,1,9,False,3,True,9.02,9.85,0.37,22.0028,True,False,False,False,False,False,115
0,1,10,False,3,True,9.02,9.85,0.37,22.0028,True,False,False,False,False,False,57
0,1,11,False,3,True,10.66,11.365,0.33,22.0028,True,False,False,False,False,False,46
0,1,12,False,3,True,10.66,11.365,0.33,22.0028,True,False,False,False,False,False,79
0,1,13,False,3,True,11.48,12.88,0.3,19.9995,True,False,False,False,False,False,71
0,1,14,False,3,True,12.3,14.395,0.28,12.998,True,False,False,False,False,False,62
0,1,15,False,3,True,12.3,14.395,0.28,12.998,True,False,False,False,False,False,62
0,1,16,False,3,True,12.3,15.909999999999998,0.28,6.0032,True,False,False,False,False,False,89
0,1,17,False,3,True,9.84,11.365,0.38,12.998,True,False,False,False,False,False,190
0,1,18,False,3,True,9.84,12.12,0.38,8.9981,True,False,False,False,False,False,169
0,1,19,False,3,True,9.84,12.88,0.38,7.0015,True,False,False,False,False,False,132
0,1,20,False,3,True,9.02,11.365,0.47,11.0014,True,False,False,False,False,False,89
0,1,21,False,3,True,8.200000000000001,9.85,0.51,12.998,True,False,False,False,False,False,43
0,1,22,False,3,True,7.38,9.85,0.55,8.9981,True,False,False,False,False,False,42
0,1,23,False,3,True,8.200000000000001,12.88,0.47,0.0,True,False,False,False,False,False,19
0,1,0,False,4,True,7.38,12.12,0.55,0.0,True,False,False,False,False,False,11
0,1,1,False,4,True,6.5600000000000005,11.365,0.64,0.0,True,False,False,False,False,False,4
0,1,2,False,4,True,6.5600000000000005,11.365,0.64,0.0,True,False,False,False,False,False,2
0,1,4,False,4,True,6.5600000000000005,9.85,0.64,6.0032,True,False,False,False,True,False,1
0,1,5,False,4,True,5.74,9.09,0.69,6.0032,True,False,False,False,True,False,4
0,1,6,False,4,True,5.74,8.334999999999999,0.63,7.0015,True,False,False,False,True,False,36
0,1,7,False,4,True,6.5600000000000005,11.365,0.59,0.0,True,False,False,False,True,False,95
0,1,8,False,4,True,6.5600000000000005,11.365,0.59,0.0,True,False,False,False,False,False,219
0,1,9,False,4,True,7.38,12.12,0.51,0.0,True,False,False,False,True,False,122
0,1,10,False,4,True,8.200000000000001,12.88,0.47,0.0,True,False,False,False,False,False,45
0,1,11,False,4,True,9.02,12.88,0.44,6.0032,True,False,False,False,False,False,59
0,1,12,False,4,True,10.66,14.395,0.35,0.0,True,False,False,False,False,False,84
0,1,13,False,4,True,10.66,13.635,0.35,7.0015,True,False,False,False,False,False,67
0,1,14,False,4,True,11.48,13.635,0.36,11.0014,True,False,False,False,False,False,70
0,1,15,False,4,True,11.48,13.635,0.36,0.0,True,False,False,False,False,False,62
0,1,16,False,4,True,10.66,12.88,0.38,11.0014,True,False,False,False,False,False,86
0,1,17,False,4,True,9.02,11.365,0.51,11.0014,True,False,False,False,False,False,172
0,1,18,False,4,True,9.02,11.365,0.51,8.9981,True,False,False,False,False,False,163
0,1,19,False,4,True,9.02,12.88,0.55,6.0032,True,False,False,False,False,False,112
0,1,20,False,4,True,8.200000000000001,10.605,0.51,11.0014,True,False,False,False,False,False,69
0,1,21,False,4,True,9.02,10.605,0.55,15.0013,True,False,False,False,True,False,48
0,1,22,False,4,True,9.02,10.605,0.51,19.0012,True,False,False,False,True,False,52
0,1,23,False,4,True,8.200000000000001,9.85,0.59,12.998,True,False,False,False,True,False,23
0,1,0,False,5,True,8.200000000000001,9.85,0.64,12.998,True,False,False,False,True,False,17
0,1,1,False,5,True,8.200000000000001,9.85,0.69,15.0013,True,False,False,False,True,False,7
0,1,2,False,5,True,8.200000000000001,9.85,0.69,15.0013,True,False,False,False,True,False,1
0,1,4,False,5,True,8.200000000000001,10.605,0.69,8.9981,True,False,False,False,True,False,1
0,1,5,False,5,True,9.02,13.635,0.55,0.0,True,False,False,False,False,True,5
0,1,6,False,5,True,8.200000000000001,12.88,0.69,0.0,True,False,False,False,True,False,34
0,1,7,False,5,True,8.200000000000001,10.605,0.69,8.9981,True,False,False,False,False,False,84
0,1,8,False,5,True,8.200000000000001,9.85,0.51,16.997899999999998,True,False,False,False,False,False,210
0,1,9,False,5,True,8.200000000000001,9.09,0.47,19.9995,True,False,False,False,False,False,134
0,1,10,False,5,True,9.02,9.85,0.37,22.0028,True,False,False,False,False,False,63
0,1,11,False,5,True,8.200000000000001,9.85,0.4,15.0013,True,False,False,False,True,False,67
0,1,12,False,5,True,8.200000000000001,9.85,0.37,16.997899999999998,True,False,False,False,True,False,59
0,1,13,False,5,True,8.200000000000001,9.09,0.37,19.0012,True,False,False,False,True,False,73
0,1,14,False,5,True,8.200000000000001,9.85,0.4,16.997899999999998,True,False,False,False,True,False,50
0,1,15,False,5,True,8.200000000000001,10.605,0.37,11.0014,True,False,False,False,True,False,72
0,1,16,False,5,True,8.200000000000001,10.605,0.37,11.0014,True,False,False,False,True,False,87
0,1,17,False,5,True,8.200000000000001,12.88,0.37,0.0,True,False,False,False,True,False,187
0,1,18,False,5,True,8.200000000000001,11.365,0.4,6.0032,True,False,False,False,False,False,123
0,1,19,False,5,True,6.5600000000000005,9.85,0.55,6.0032,True,False,False,False,False,False,95
0,1,20,False,5,True,7.38,10.605,0.47,7.0015,True,False,False,False,False,False,51
0,1,21,False,5,True,7.38,9.85,0.47,8.9981,True,False,False,False,False,False,39
0,1,22,False,5,True,7.38,9.85,0.43,11.0014,True,False,False,False,True,False,36
0,1,23,False,5,True,7.38,9.85,0.51,11.0014,True,False,False,False,True,False,15
0,1,0,False,6,False,7.38,9.85,0.51,11.0014,True,False,False,False,True,False,25
0,1,1,False,6,False,7.38,10.605,0.55,6.0032,True,False,False,False,True,False,16
0,1,2,False,6,False,7.38,12.12,0.55,0.0,True,False,False,False,True,False,16
0,1,3,False,6,False,7.38,9.85,0.55,11.0014,True,False,False,False,False,True,7
0,1,4,False,6,False,7.38,9.85,0.55,11.0014,True,False,False,False,False,True,1
0,1,5,False,6,False,6.5600000000000005,8.334999999999999,0.74,11.0014,True,False,False,False,True,False,5
0,1,6,False,6,False,6.5600000000000005,8.334999999999999,0.74,11.0014,True,False,False,False,True,False,2
0,1,7,False,6,False,6.5600000000000005,9.09,0.74,7.0015,True,False,False,False,True,False,9
